,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
69,.300,13.3,1.0,1.7,0.4,13.8,27.8,.249,Nick Anderson,1.4,4.6,27.5,15.8,2.3,11.0,9.2,.525,21.3,23.5,55.3,.106
70,.202,13.1,0.9,-1.2,-0.1,18.0,5.5,.175,Richard Anderson,-1.1,8.0,2.1,12.3,1.7,13.2,12.9,.476,17.8,1.2,7.6,.061
71,.059,9.6,0.4,-1.7,-1.3,10.7,10.2,.212,Ron Anderson,-0.4,6.3,14.0,14.3,1.5,9.7,8.5,.517,21.2,1.1,24.2,.077
72,.223,10.2,0.8,-0.8,0.2,12.0,14.2,.319,Shandon Anderson,-0.9,4.5,9.4,11.7,1.8,16.1,8.3,.535,17.1,4.9,23.6,.071
73,.063,19.9,1.4,0.0,0.5,10.6,18.0,.227,Willie Anderson,-0.5,3.9,9.9,13.8,1.8,15.1,7.3,.517,20.3,8.3,27.9,.084
74,,3.2,,,,,0.3,.277,Wally Anderzunas,,,-0.4,8.8,,,,.427,,,-0.2,-0.023
75,.000,0.0,0.0,0.1,6.8,39.8,0.0,.000,Martynas Andriuskevicius,-6.8,13.0,0.0,15.5,11.9,0.0,26.3,.000,5.1,0.0,0.0,.155
76,,,,,,,0.0,1.000,Don Anielak,,,-0.1,1.8,,,,.260,,,-0.1,-0.263
77,.000,4.6,0.6,-1.1,-2.2,16.0,1.0,.483,Michael Ansley,1.1,15.1,5.3,17.0,1.1,8.6,15.5,.567,18.4,0.5,6.4,.142
78,.040,11.0,2.2,-2.8,0.1,19.2,2.6,.366,Chris Anstey,-3.0,9.3,0.2,13.2,1.9,14.7,14.2,.477,21.2,-0.4,2.8,.062
79,.368,30.0,0.4,0.0,-0.4,8.3,20.3,.304,Greg Anthony,0.5,2.0,15.6,14.5,3.0,16.2,5.2,.510,18.4,8.1,35.9,.109
80,.010,3.9,0.8,-6.4,-0.7,20.7,1.3,.291,Rafael Araujo,-5.7,9.0,-1.7,6.3,1.7,20.4,14.7,.448,15.7,-1.8,-0.4,-0.013
81,,,,,,,0.0,.232,Stacey Arceneaux,,,-0.1,10.4,,,,.405,,,-0.1,-0.036
82,.000,7.5,1.3,-5.0,1.4,14.7,0.4,.925,Robert Archibald,-6.4,9.4,-0.5,4.9,2.4,18.6,12.0,.342,13.1,-0.2,0.0,-0.004
83,.007,30.1,0.2,-0.2,-2.2,5.1,18.0,.456,Tiny Archibald,1.9,1.7,65.4,18.0,1.6,20.2,3.4,.543,18.0,9.5,83.4,.128
84,.009,6.4,2.0,-4.4,0.5,21.4,6.0,.324,Jim Ard,-4.8,9.8,-2.0,10.6,0.9,19.3,15.7,.447,18.3,-1.9,4.0,.034
85,.348,26.8,0.5,2.9,-1.4,10.2,13.0,.405,Gilbert Arenas,4.3,2.5,38.3,19.6,2.4,14.3,6.3,.547,27.7,24.1,51.3,.127
86,,,,,,,26.7,.463,Paul Arizin,,,82.1,19.7,,,,.506,,,108.8,.183
87,.000,13.3,2.6,-6.5,-1.6,9.0,0.1,.186,Joe Arlauckas,-4.9,7.6,-0.1,7.9,1.7,7.9,8.3,.365,24.0,-0.1,-0.1,-0.045
88,.172,20.9,0.2,-1.6,-2.0,7.4,13.4,.231,B.J. Armstrong,0.4,1.3,31.7,14.5,1.5,11.9,4.3,.555,18.4,1.9,45.0,.121
89,,,,,,,0.1,.324,Bob Armstrong,,,-0.2,7.8,,,,.331,,,-0.1,-0.063
90,.261,5.8,0.4,-8.6,-2.7,6.8,0.8,.070,Brandon Armstrong,-5.9,3.6,-1.4,4.9,1.7,11.1,5.2,.404,22.0,-1.2,-0.6,-0.039
91,,,,,,,6.7,.425,Curly Armstrong,,,0.5,,,,,.372,,,7.1,
92,.425,28.2,0.4,2.1,-0.2,9.3,22.4,.258,Darrell Armstrong,2.3,3.7,27.4,16.3,3.0,17.7,6.5,.532,19.7,20.8,49.8,.120
93,.010,4.5,3.3,-2.8,1.4,16.6,4.3,.456,Hilton Armstrong,-4.2,10.0,-0.4,9.9,1.4,21.7,13.2,.529,14.6,-0.7,3.9,.055
94,,15.6,0.0,-5.3,-2.4,6.3,0.5,.114,Tate Armstrong,-2.9,3.5,-0.1,9.9,1.6,17.7,4.9,.476,18.4,-0.8,0.3,.017
95,,,,,,,0.6,.421,Jesse Arnelle,,,-0.6,12.6,,,,.378,,,0.0,-0.001
96,,13.2,,,,,0.7,.289,Jay Arnette,,,-0.5,7.7,,,,.421,,,0.1,.006
97,.012,5.0,0.7,-4.2,-1.8,7.7,0.7,.182,Bob Arnzen,-2.4,7.7,0.7,13.6,0.9,10.0,10.4,.499,17.1,-0.1,1.4,.073
98,.124,28.0,0.2,-2.4,-1.8,8.4,8.7,.292,Carlos Arroyo,-0.6,2.4,11.4,13.4,1.5,15.6,5.4,.511,19.1,-1.1,20.1,.091
99,,23.2,,,,,0.1,.429,John Arthurs,,,-0.1,11.3,,,,.421,,,0.0,-0.004
100,.100,15.5,0.8,-0.5,-0.1,9.5,9.2,.421,Vincent Askew,-0.3,5.0,12.9,12.6,1.6,14.3,7.3,.551,16.1,3.6,22.1,.113
101,.459,7.1,1.5,0.3,1.4,13.1,10.4,.184,Keith Askins,-1.1,7.6,4.1,9.2,1.8,15.0,10.4,.507,12.0,4.6,14.5,.087
102,,,,,,,0.0,.067,Don Asmonga,,,-0.3,-7.5,,,,.162,,,-0.3,-0.279
103,,,,,,,0.3,.289,Dick Atha,,,0.3,10.5,,,,.450,,,0.6,.068
104,.426,23.4,0.2,-1.8,-2.7,6.6,8.7,.209,Chucky Atkins,1.0,1.3,19.2,13.1,1.4,13.4,3.9,.522,19.8,1.0,27.9,.077
105,,20.5,,,,,20.6,.380,Al Attles,,,15.9,11.3,,,5.5,.489,,,36.5,.098
106,,,,,,,1.0,.385,Chet Aubuchon,,,0.2,,,,,.305,,,1.2,
107,.012,11.3,1.1,-0.2,0.8,10.1,24.2,.404,Stacey Augmon,-1.0,6.8,19.6,13.7,2.3,14.1,8.5,.524,18.1,9.8,43.8,.097
108,.000,4.2,0.9,-2.2,-0.2,11.5,0.2,.216,James Augustine,-2.0,13.2,0.1,11.1,1.6,12.9,12.3,.518,13.7,0.0,0.3,.101
109,.018,11.3,1.9,-2.5,0.8,19.5,11.1,.353,Isaac Austin,-3.2,8.6,-1.9,13.0,1.4,17.3,14.1,.490,22.1,-1.0,9.2,.053
110,.037,11.7,,,,,0.5,.518,Johnny Austin,,,0.3,9.3,,14.3,4.1,.460,21.1,,0.9,.056
111,.000,4.8,2.0,-6.9,-1.7,4.0,0.0,.000,Ken Austin,-5.1,7.3,0.0,5.6,1.7,18.8,5.7,.462,22.0,0.0,0.0,-0.046
112,.001,6.2,2.1,-4.9,0.1,17.7,6.2,.238,Anthony Avent,-5.0,9.5,-5.8,8.8,1.3,15.7,13.6,.439,17.2,-5.0,0.3,.002
113,.052,19.5,0.4,-4.0,-2.0,6.0,7.7,.279,Bird Averitt,-2.0,2.3,-3.8,12.5,1.9,15.0,4.2,.459,27.5,-4.1,3.9,.023
114,.378,24.0,0.4,-7.2,-3.4,7.3,0.7,.219,William Avery,-3.8,1.6,-1.5,7.3,1.5,18.9,4.5,.416,21.0,-1.6,-0.9,-0.034
115,.000,13.4,0.9,-1.2,1.1,15.5,16.2,.384,Dennis Awtrey,-2.3,7.1,6.2,10.5,0.8,27.5,12.0,.500,9.4,2.2,22.4,.076
116,.294,6.8,1.5,-1.3,-1.5,12.6,2.2,.271,Kelenna Azubuike,0.2,5.4,7.1,14.3,1.3,9.4,8.9,.557,18.3,0.9,9.3,.088
117,.722,5.6,0.6,-2.5,-2.2,6.9,0.9,.155,Alex Abrines,-0.3,1.7,1.1,9.9,1.8,7.9,4.3,.557,15.7,-0.1,2.0,.095
118,.226,6.1,2.1,-1.4,0.0,18.4,3.1,.346,Quincy Acy,-1.5,7.7,4.8,12.7,1.4,12.6,12.9,.572,13.9,0.5,7.9,.099
119,.283,11.4,2.2,-0.5,1.4,9.1,0.5,.304,Jordan Adams,-1.9,3.9,-0.1,13.1,3.8,13.3,6.5,.484,20.9,0.1,0.4,.070
120,.002,5.0,3.3,0.9,1.6,16.9,9.4,.484,Steven Adams,-0.7,12.7,10.2,14.8,1.4,16.5,14.8,.584,14.0,5.3,19.5,.131
121,.330,10.7,0.5,-1.0,-1.3,10.0,9.4,.255,Arron Afflalo,0.3,1.9,23.7,12.1,0.9,10.3,6.0,.557,18.0,5.1,33.1,.079
122,.033,6.0,3.8,-2.4,0.4,23.5,4.5,.247,Alexis Ajinca,-2.9,10.0,2.8,14.8,1.3,15.1,16.7,.545,19.2,-0.4,7.3,.092
123,.500,19.4,0.0,-0.2,-4.9,12.1,0.0,.000,Josh Akognon,4.7,0.0,0.0,15.3,0.0,0.0,6.2,.625,20.3,0.0,0.0,.196
124,.000,4.2,4.9,-5.4,1.0,25.2,0.3,.196,Solomon Alabi,-6.4,14.3,-0.2,10.3,1.2,12.6,19.8,.352,16.3,-0.2,0.0,.010
125,.064,8.3,2.4,-0.7,2.0,20.7,0.7,.346,Furkan Aldemir,-2.7,14.9,0.7,12.0,1.6,15.9,17.7,.517,8.6,0.2,1.4,.122
126,.000,8.7,5.7,1.3,3.5,27.1,5.8,.296,Cole Aldrich,-2.2,11.2,3.9,16.9,2.1,17.8,19.1,.569,15.1,2.7,9.6,.140
127,.023,10.1,2.3,1.2,0.5,19.0,32.9,.270,LaMarcus Aldridge,0.7,8.9,53.4,20.3,1.2,8.1,13.9,.534,25.7,22.3,86.3,.151
128,.000,0.0,4.4,-7.0,-1.3,12.1,0.0,.000,Cliff Alexander,-5.7,6.0,0.0,11.6,1.4,9.1,9.0,.500,13.3,0.0,0.0,.052
129,.009,8.4,2.5,-1.3,1.2,18.2,8.1,.157,Lavoy Allen,-2.5,11.3,5.5,12.5,0.9,12.0,14.7,.490,13.9,1.3,13.6,.095
130,.081,9.7,1.6,1.1,2.2,12.1,29.2,.354,Tony Allen,-1.1,6.5,8.9,14.2,3.4,15.1,9.3,.529,18.7,13.7,38.1,.104
131,.283,7.7,2.0,-0.4,1.4,20.4,13.4,.279,Al-Farouq Aminu,-1.8,6.6,3.6,12.3,2.0,15.4,13.5,.511,15.6,5.1,17.0,.066
132,.002,5.2,4.2,-2.0,1.0,18.4,6.1,.441,Lou Amundson,-2.9,13.6,0.9,12.0,1.4,15.5,16.0,.479,15.7,0.1,6.9,.060
133,.027,4.4,6.3,1.2,2.7,22.1,19.5,.650,Chris Andersen,-1.5,11.3,20.2,16.7,1.3,13.7,16.7,.581,13.9,9.8,39.6,.155
134,.462,8.8,0.4,-2.1,-1.5,9.7,3.6,.238,Alan Anderson,-0.6,2.6,3.7,10.3,1.4,11.2,6.1,.526,17.6,-0.2,7.4,.052
135,.479,10.0,1.0,-2.8,-1.0,11.7,2.4,.183,James Anderson,-1.8,2.7,0.9,9.9,1.4,13.5,7.1,.516,16.0,-0.9,3.3,.037
136,.448,7.9,2.3,-1.7,0.4,19.0,2.1,.280,Justin Anderson,-2.0,5.2,0.5,13.2,1.6,11.6,12.0,.523,19.4,0.1,2.6,.073
137,.145,12.7,1.9,1.1,3.5,19.4,5.1,.260,Kyle Anderson,-2.4,2.6,1.1,12.1,2.4,14.0,11.2,.510,13.3,1.9,6.1,.120
138,.518,5.8,1.1,0.8,-2.1,14.9,10.7,.211,Ryan Anderson,2.9,8.9,31.2,17.2,1.1,7.8,11.9,.559,21.9,10.3,41.9,.138
139,.130,18.3,3.4,2.6,2.0,19.8,12.2,.449,Giannis Antetokounmpo,0.5,4.9,14.3,18.3,1.8,15.0,12.4,.570,21.8,11.5,26.5,.128
140,.250,0.0,0.0,-4.1,-10.5,17.9,0.0,.000,Thanasis Antetokounmpo,6.3,0.0,0.0,32.9,0.0,0.0,9.1,.750,30.2,0.0,0.0,.291
141,.177,16.2,1.0,1.3,-1.2,15.1,31.9,.371,Carmelo Anthony,2.5,5.6,65.1,20.9,1.5,11.0,10.3,.545,31.4,29.4,97.0,.132
142,.000,2.0,6.1,0.1,3.2,12.9,10.1,.516,Joel Anthony,-3.0,9.6,5.1,9.7,1.0,19.2,11.3,.557,7.8,3.8,15.2,.104
143,.583,8.3,1.1,-2.1,-1.2,16.3,1.9,.320,Pero Antic,-0.9,6.9,1.1,10.6,1.0,13.4,11.7,.526,18.1,0.0,3.0,.073
144,.375,5.0,0.0,-13.0,-2.7,4.2,0.0,.250,Keith Appling,-10.3,0.0,-0.1,-4.8,1.9,25.3,2.1,.338,19.5,-0.1,-0.1,-0.199
145,.419,11.3,0.9,1.7,1.4,14.8,32.7,.254,Trevor Ariza,0.3,4.2,19.5,13.6,2.7,12.5,9.5,.532,17.3,23.5,52.2,.099
146,.139,7.2,2.7,-1.8,0.5,16.0,9.7,.150,Darrell Arthur,-2.4,7.1,2.5,12.2,1.7,11.1,11.5,.494,18.5,0.4,12.2,.067
147,.001,4.5,2.8,-1.4,1.4,28.2,13.5,.592,Omer Asik,-2.8,13.0,7.5,13.6,0.9,19.3,20.7,.550,13.7,1.3,21.0,.111
148,.426,27.0,0.1,-1.6,-2.6,7.4,10.3,.319,D.J. Augustin,1.0,1.3,21.1,14.0,1.3,14.4,4.3,.543,19.9,1.5,31.4,.098
149,.002,12.2,2.6,1.2,2.7,20.5,3.2,.251,Gustavo Ayon,-1.5,9.7,1.9,14.7,2.3,17.2,15.1,.539,14.6,1.8,5.1,.109
150,.010,6.3,2.1,-1.4,0.9,21.0,3.6,.283,Jeff Ayres,-2.3,9.9,2.8,12.4,0.8,18.4,15.5,.591,14.1,0.4,6.3,.131
151,.000,17.1,0.7,-6.3,-1.7,15.7,0.1,.625,Milos Babic,-4.6,10.6,-0.1,10.9,1.1,19.7,13.1,.453,25.0,-0.1,-0.1,-0.028
152,,,,,,,0.4,.630,Johnny Bach,,,0.4,,,,,.391,,,0.8,
153,.061,12.2,,,,10.0,0.5,.445,Henry Bacon,,8.9,-0.7,4.3,,24.6,9.4,.423,23.2,,-0.1,-0.016
154,,,,,,,4.2,.395,Jim Baechtold,,,10.6,13.1,,,,.463,,,14.8,.086
155,.007,6.3,3.3,-6.8,0.0,19.0,0.9,.379,Dalibor Bagaric,-6.8,9.8,-1.8,7.0,1.6,18.7,14.3,.400,18.2,-1.2,-0.9,-0.043
156,.088,32.1,0.2,-1.9,-0.8,8.6,13.9,.231,John Bagley,-1.1,2.7,2.8,13.0,2.1,20.3,5.6,.488,18.0,0.3,16.6,.047
157,.000,0.0,0.0,-13.6,-3.3,0.0,0.0,.000,Carl Bailey,-10.3,0.0,0.0,-6.8,0.0,66.7,0.0,1.000,17.6,0.0,0.0,-0.268
158,.003,16.1,1.7,-2.4,0.4,11.6,1.2,.388,Gus Bailey,-2.8,7.3,-0.4,11.3,1.9,17.2,9.5,.433,15.6,-0.1,0.8,.029
159,.003,6.1,2.5,-2.3,0.3,19.1,14.9,.389,James Bailey,-2.6,9.5,1.4,13.0,1.2,17.6,14.2,.530,20.9,-0.8,16.3,.067
160,.003,8.0,2.6,-1.3,0.5,14.7,30.1,.285,Thurl Bailey,-1.8,6.0,15.0,14.3,0.8,11.3,10.5,.523,21.5,4.2,45.0,.087
161,.066,9.7,0.6,-4.0,-0.9,12.3,0.8,.345,Toby Bailey,-3.1,8.2,0.2,11.0,1.6,11.9,10.2,.463,19.0,-0.3,1.0,.072
162,.000,11.8,4.0,-10.4,1.6,23.5,0.1,.133,Jimmie Baker,-12.0,9.8,-0.3,-3.2,0.0,27.4,16.8,.189,20.9,-0.1,-0.2,-0.226
163,.000,0.0,0.0,-48.9,-7.7,0.0,0.0,.000,LaMark Baker,-41.2,0.0,-0.1,-46.6,0.0,50.0,0.0,.000,45.4,0.0,-0.1,-1.289
164,.000,7.2,0.0,-5.0,2.0,5.8,0.0,.000,Maurice Baker,-7.0,6.3,0.0,-0.2,2.8,50.0,6.1,.000,4.8,0.0,0.0,-0.057
165,,,,,,,0.0,.000,Norm Baker,,,0.0,,,,,.000,,,0.0,
166,.019,10.2,2.3,-0.4,0.1,16.7,21.5,.391,Vin Baker,-0.5,10.2,25.5,16.3,1.2,13.4,13.4,.522,23.0,10.4,47.0,.088
167,.000,0.0,4.6,-11.7,-4.3,25.3,0.0,.250,Cedric Ball,-7.4,20.4,0.0,10.8,0.0,18.4,22.8,.450,17.0,-0.1,0.0,.054
168,.031,11.5,0.6,1.5,1.2,16.8,29.9,.202,Greg Ballard,0.3,6.9,24.1,15.7,1.9,9.8,11.8,.511,19.9,19.3,54.0,.117
169,,,,,,,2.1,.262,Herschel Baltimore,,,-1.8,,,,,.235,,,0.3,
170,.012,13.5,0.4,2.0,0.4,14.2,9.4,.358,Gene Banks,1.7,8.6,21.9,15.1,1.6,15.4,11.4,.579,16.6,13.3,31.2,.115
171,.223,21.2,0.8,-2.4,-0.9,8.6,5.1,.345,Marcus Banks,-1.5,2.2,1.5,12.2,2.5,18.1,5.5,.522,19.9,-0.6,6.6,.057
172,.000,6.1,,,,,0.1,.500,Walker Banks,,,0.0,6.4,,27.8,13.4,.494,13.1,,0.2,.056
173,.003,4.2,1.3,-5.5,-0.6,18.6,4.6,.557,Ken Bannister,-4.9,7.9,-4.0,8.9,1.4,18.8,13.1,.502,19.8,-3.4,0.6,.007
174,.002,11.6,1.3,-0.1,0.2,15.3,19.5,.328,Mike Bantom,-0.3,8.4,15.3,14.3,1.5,15.7,11.8,.508,19.7,9.4,34.8,.085
175,,,,,,,0.0,.750,John Barber,,,-0.1,4.2,,,,.329,,,0.0,-0.108
176,.118,21.9,0.9,-4.5,0.4,18.5,0.3,.271,Steve Bardo,-4.9,4.5,-0.4,8.1,2.0,18.8,11.3,.384,16.7,-0.2,-0.1,-0.020
177,,,,,,,2.1,.367,Cliff Barker,,,-0.1,10.8,,,,.376,,,2.0,.008
178,,5.8,1.6,-3.8,-0.3,21.6,1.8,.340,Tom Barker,-3.5,9.0,-0.5,10.9,1.1,16.5,15.2,.470,17.0,-0.9,1.3,.034
179,.129,17.5,1.4,7.4,1.8,23.7,53.9,.554,Charles Barkley,5.7,12.5,123.3,24.6,2.1,14.8,18.2,.612,24.8,93.5,177.2,.216
180,.167,23.7,0.3,-3.8,-0.5,7.1,0.3,.111,Erick Barkley,-3.3,2.2,-0.2,9.9,3.8,15.3,4.7,.408,19.2,-0.1,0.2,.027
181,,,,,,,3.8,.476,Don Barksdale,,,5.3,15.4,,,,.436,,,9.1,.059
182,,5.0,,,,,0.1,.203,Harry Barnes,,,-0.5,2.4,,,,.308,,,-0.4,-0.154
183,,5.3,,,,,8.6,.365,Jim Barnes,,,5.6,12.5,,,7.1,.477,,,14.2,.072
184,.003,10.2,2.5,1.0,0.7,20.9,11.4,.279,Marvin Barnes,0.3,10.6,9.1,18.1,1.8,14.8,15.7,.514,23.8,7.0,20.6,.106
185,,12.9,0.0,-8.2,-3.0,5.4,22.1,.327,Dick Barnett,-5.2,1.8,46.5,14.7,0.8,,3.6,.508,,-0.1,68.7,.114
186,,17.6,0.3,-2.2,-1.9,6.5,17.3,.309,Jim Barnett,-0.3,4.0,15.9,14.6,1.2,,5.6,.492,,-0.3,33.2,.092
187,.038,14.5,0.7,-6.7,-1.6,6.6,0.1,.308,Nathaniel Barnett,-5.1,3.5,-0.1,4.9,1.8,21.3,5.0,.457,19.1,-0.1,0.0,-0.031
188,.091,16.4,,,,5.0,12.8,.283,John Barnhill,,3.9,-0.1,10.7,,13.6,3.6,.453,17.7,,12.7,.044
189,,15.0,0.0,-7.2,-4.2,10.7,0.0,.000,Norton Barnhill,-3.0,19.8,0.0,4.7,0.0,,15.4,.333,,0.0,0.0,-0.198
190,,,,,,,11.7,.212,Leo Barnhorst,,,2.5,16.0,,,,.401,,,14.2,.061
191,,,,,,,4.2,.180,John Barr,,,0.8,,,,,.312,,,5.0,
192,.017,17.1,0.5,-2.8,-0.3,7.1,4.3,.244,Mike Barr,-2.5,2.8,2.5,9.6,2.2,23.0,4.9,.518,13.7,-0.9,6.9,.052
193,,24.5,,,,,0.1,.210,Moe Barr,,,0.0,11.9,,,6.2,.450,,,0.1,.029
194,.286,26.0,0.1,-4.6,-2.1,7.1,0.6,.137,Andre Barrett,-2.6,3.0,-0.2,9.6,1.9,15.5,5.1,.429,16.9,-0.5,0.4,.021
195,,,,,,,1.3,.198,Ernie Barrett,,,-0.6,9.2,,,,.407,,,0.8,.017
196,.137,17.9,,,,5.7,3.2,.277,Mike Barrett,,2.6,4.2,12.4,,17.2,5.0,.503,20.1,,7.4,.067
197,.371,23.7,0.2,0.2,-2.3,8.3,11.1,.204,Dana Barros,2.5,1.3,38.4,16.4,1.9,13.5,4.7,.572,20.0,10.6,49.6,.122
198,.546,19.4,0.8,2.6,0.0,11.5,23.1,.251,Brent Barry,2.5,2.2,47.4,15.7,2.1,15.6,6.9,.607,16.1,27.2,70.5,.143
199,.612,28.0,0.2,-4.5,-2.5,11.2,0.3,.301,Drew Barry,-2.0,1.6,0.3,9.8,1.7,32.0,6.4,.574,13.0,-0.4,0.6,.051
200,.456,20.3,0.6,0.8,-0.1,9.9,15.7,.279,Jon Barry,1.0,2.6,21.5,14.7,2.7,16.4,6.2,.572,16.0,9.8,37.2,.129
201,.028,19.1,0.7,3.2,0.2,12.0,39.7,.301,Rick Barry,3.0,2.9,89.2,21.0,2.5,12.2,8.0,.525,25.5,25.8,129.0,.162
202,,,,,,,0.2,.437,Ed Bartels,,,-1.2,,,,,.309,,,-1.1,
203,,2.3,,,,,0.3,.085,Vic Bartolome,,,-0.7,4.4,,,16.2,.278,,,-0.4,-0.114
204,.189,8.8,1.1,-1.4,2.7,17.0,0.3,.270,Eddie Basden,-4.0,5.7,-0.1,10.3,3.3,17.9,11.4,.471,16.1,0.0,0.2,.065
205,,3.6,2.4,-4.7,0.2,13.8,0.2,.615,Jerry Baskerville,-4.9,12.0,-0.2,8.0,2.6,,12.9,.393,,-0.1,0.0,-0.019
206,.005,6.5,1.1,-1.6,1.1,18.0,12.4,.288,Tim Bassett,-2.7,9.7,0.5,10.2,1.4,16.3,13.7,.451,12.4,1.2,12.9,.055
207,.047,5.0,3.9,-1.3,0.8,16.7,1.1,.558,Maceo Baston,-2.1,7.6,1.2,14.4,1.5,20.1,12.0,.667,14.5,0.1,2.3,.134
208,.096,9.0,0.7,-5.9,-1.1,18.0,0.4,.250,Mengke Bateer,-4.8,8.7,-0.5,6.4,1.2,18.8,13.2,.450,19.5,-0.5,-0.1,-0.010
209,.063,16.4,0.3,-1.8,-2.9,5.5,2.5,.250,Billy Ray Bates,1.1,4.9,4.4,18.1,2.1,11.6,5.2,.525,28.7,0.2,6.9,.099
210,.010,2.9,1.5,-6.3,-1.5,22.7,0.5,.625,Esteban Batista,-4.8,13.8,-0.2,7.9,1.7,25.5,18.2,.494,13.0,-0.6,0.3,.024
211,.173,6.9,0.9,-3.9,-1.7,15.6,0.7,.188,Mike Batiste,-2.2,7.5,0.0,12.2,1.7,12.0,11.6,.476,20.7,-0.6,0.8,.029
212,.017,4.9,3.0,-1.6,1.0,19.1,21.8,.259,Tony Battie,-2.6,8.9,14.6,12.6,1.2,12.6,14.0,.520,14.4,1.9,36.4,.099
213,.477,8.8,2.3,2.9,1.9,10.8,35.3,.236,Shane Battier,1.0,5.0,40.4,12.6,1.7,10.4,7.9,.559,12.9,37.0,75.7,.121
214,.051,17.4,0.2,-3.2,-2.6,6.6,5.6,.332,John Battle,-0.6,1.8,12.3,13.7,1.2,11.5,4.2,.526,22.2,-3.3,17.9,.079
215,.062,7.4,1.0,-0.1,0.6,11.0,1.7,.392,Kenny Battle,-0.7,7.9,2.0,12.5,2.5,13.9,9.5,.555,14.2,0.9,3.7,.098
216,.015,7.8,1.5,-3.0,0.8,14.6,0.9,.085,Dave Batton,-3.8,8.6,-0.2,10.2,1.2,13.3,11.5,.451,16.9,-0.2,0.7,.055
217,.216,12.7,0.3,-2.8,-1.2,10.2,1.0,.138,Lloyd Batts,-1.6,5.5,-1.4,11.3,2.6,11.0,7.8,.414,24.8,-0.3,-0.5,-0.017
218,.002,6.1,0.7,-2.5,-1.1,11.4,1.5,.239,Johnny Baum,-1.4,7.6,4.2,13.8,1.4,11.6,9.8,.516,18.1,-0.1,5.7,.081
219,,,,,,,0.7,.182,Frankie Baumholtz,,,3.1,,,,,.341,,,3.8,
220,.009,3.7,2.3,-5.1,-1.1,18.1,2.1,.408,Lonny Baxter,-4.0,10.7,0.8,11.6,1.1,14.7,14.4,.510,17.8,-1.5,2.9,.075
221,,16.1,,,,,40.5,.366,Elgin Baylor,,,63.6,22.7,,,10.2,.494,,,104.2,.148
222,.019,8.6,,,,,1.9,.396,Howard Bayne,,,-1.1,8.2,,21.6,16.7,.399,17.3,,0.8,.031
223,.273,31.4,1.0,-4.9,-3.1,9.7,0.1,.409,Sergei Bazarevich,-1.8,1.5,0.1,13.6,0.7,21.2,5.5,.578,20.2,-0.1,0.2,.101
224,,,,,,,0.2,.237,Ed Beach,,,-0.4,,,,,.262,,,-0.3,
225,.000,0.0,,,,,0.1,.478,Al Beard,,,0.1,6.3,,30.1,17.2,.539,12.4,,0.3,.107
226,,20.2,0.2,1.6,0.3,10.1,11.6,.360,Butch Beard,1.4,5.1,21.2,15.0,2.3,18.8,7.1,.540,16.1,8.8,32.8,.110
227,,,,,,,3.5,.323,Ralph Beard,,,7.7,,,,,.429,,,11.2,
228,.061,15.4,,,,,3.7,.402,Charles Beasley,,,11.7,11.9,,18.2,4.4,.541,15.1,,15.4,.101
229,.000,0.0,0.0,-22.4,-9.3,23.6,0.0,.000,Jerome Beasley,-13.2,0.0,0.0,5.9,0.0,0.0,11.7,.333,28.2,0.0,0.0,-0.117
230,.045,6.1,1.2,-3.1,-2.9,18.2,10.6,.267,John Beasley,-0.2,10.0,27.3,19.6,0.7,9.0,13.9,.545,18.6,-0.1,37.9,.131
231,.001,6.7,1.4,-0.1,0.0,18.9,36.0,.421,Zelmo Beaty,-0.2,9.2,70.0,18.7,1.4,12.4,15.0,.554,20.0,1.7,106.0,.171
232,.006,7.0,0.4,-0.7,-1.3,14.3,23.7,.208,Byron Beck,0.6,8.3,31.3,16.3,1.3,10.8,12.8,.540,17.2,1.9,55.0,.137
233,.024,20.1,0.7,-3.4,0.1,11.1,0.9,.369,Corey Beck,-3.5,4.6,-0.4,9.1,2.4,26.7,7.9,.503,15.9,-0.3,0.5,.026
234,,,,,,,6.4,.253,Ernie Beck,,,2.6,11.2,,,,.431,,,9.0,.061
235,.006,5.8,,,,12.9,11.3,.250,Arthur Becker,,6.6,16.8,16.3,,10.7,10.8,.527,19.3,,28.1,.128
236,,,,,,,0.7,.123,Moe Becker,,,-3.0,,,,,.215,,,-2.4,
237,.028,10.0,,,,,3.1,.305,Bob Bedell,,,2.5,15.9,,13.6,13.5,.479,22.0,,5.6,.060
238,.023,6.3,3.0,-5.1,-0.3,16.5,3.2,.249,William Bedford,-4.9,9.1,-2.3,9.7,0.7,13.8,12.9,.446,21.1,-2.0,0.9,.017
239,,,,,,,0.5,.265,Hank Beenders,,,1.5,,,,,.319,,,2.0,
240,.000,10.1,0.9,-1.6,-0.2,20.4,11.0,.279,Ron Behagen,-1.4,9.8,1.9,14.2,1.4,15.8,15.1,.472,23.4,0.9,13.0,.068
241,,,,,,,0.1,.318,Elmer Behnke,,,-0.2,7.8,,,,.319,,,-0.1,-0.098
242,.420,14.3,0.3,-1.3,-1.3,8.2,5.0,.172,Charlie Bell,0.0,2.2,7.5,11.2,1.7,10.4,5.1,.515,16.7,1.7,12.5,.064
